Year,SeqNumber,identity,Yrs_exp,Education,Top_J_Pubs,Ref_J_Pubs,Textbooks,Research_Books,Other_Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure_Req_Lvl,Tenure_Req_A,Tenure_Req_tot,Position,location,pub_prvt,Union,Country,Region,schl_deg,accredit,Accepted_ornot,Tch/Res,%_Summer,%_Budget,tot_J pubs
2001/2002,79,NA,25,Phd/DBA,NA,NA,NA,NA,NA,"$101,000","$34,000",10,"$30,000","$9,000",2,NA,NA,NA,full/chair,rural,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,80,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$80,000","$17,000",2,"$5,000","$10,000",4,NA,NA,NA,Asst,urban,public,No,Canada,NA,Doctorate,NA,Have accepted,Research (<=4),1,1,0
2001/2002,81,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$67,000","$6,000",1,NA,"$2,500",5.5,NA,NA,NA,switched Asst,rural,private,No,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2001/2002,82,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$83,000","$5,000",2,"$2,000","$2,000",4,NA,NA,NA,Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,83,yes,0.3,Phd/DBA,NA,NA,NA,NA,NA,"$102,000","$20,400",3,"$4,000","$5,500",4,NA,NA,NA,Asst,rural,public,No,USA,NA,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,84,yes,5,BS/BA,NA,NA,NA,NA,NA,"$60,000",NA,NA,NA,$500,6,NA,NA,NA,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,0
2001/2002,85,NA,11,Phd/DBA,NA,NA,NA,NA,NA,"$115,000","$25,555",2,"$7,500","$5,000",4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,unspecified,National,Have accepted,Research (<=4),1,1,0
2001/2002,86,yes,11,Phd/DBA,NA,NA,NA,NA,NA,"$110,000",NA,NA,"$3,000",NA,2,NA,NA,NA,visitor,rural,private,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,87,yes,6,Phd/DBA,NA,NA,NA,NA,NA,"$120,000","$26,666",3,"$2,500","$10,000",3.3,NA,NA,NA,switched Asst,suburban,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,88,NA,6,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$11,000",1,NA,"$3,000",5,NA,NA,NA,switched Asst,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,0,0
2001/2002,89,NA,19,Phd/DBA,NA,NA,NA,NA,NA,"$75,000","$9,375",2,NA,"$2,500",6,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2001/2002,90,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$70,000",NA,NA,"$30,000",NA,4,NA,NA,NA,instructor,urban,private,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,91,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$9,000",3,"$3,000","$7,000",4,NA,NA,NA,Asst,suburban,public,NA,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,92,NA,6,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$12,750",5,"$1,000","$5,000",6,NA,NA,NA,switched Asst,suburban,public,NA,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,93,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$120,000",NA,NA,NA,"$25,000",4,NA,NA,NA,assoc/not tenured,suburban,public,NA,USA,US W.,Doctorate,National,won't accept,Research (<=4),0,0,0
2001/2002,94,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$90,000",NA,NA,"$6,000","$6,000",4,NA,NA,NA,visitor,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,95,NA,8,Phd/DBA,NA,NA,NA,NA,NA,"$68,000","$6,000",1,"$1,000","$3,000",6,NA,NA,NA,assoc/not tenured,rural,public,NA,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,96,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$112,500","$25,000",4,"$4,000","$10,000",3,NA,NA,NA,Asst,urban,mixed,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,97,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$107,000","$23,777",3,"$3,000","$10,000",4,NA,NA,NA,Asst,urban,mixed,NA,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,98,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$23,333",3,"$5,000","$7,000",2.5,NA,NA,NA,Asst,urban,mixed,NA,USA,US S.,Masters,National,won't accept,Research (<=4),1,1,0
2001/2002,99,NA,10,Phd/DBA,NA,NA,NA,NA,NA,"$108,000","$24,000",2,"$3,000","$5,000",4,NA,NA,NA,associate/tenure,urban,public,NA,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,100,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$126,453",NA,NA,"$5,806","$3,000",3,NA,NA,NA,assoc/not tenured,suburban,public,NA,Hong Kong,NA,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,101,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$92,000","$12,000",3,"$3,000","$10,000",3,NA,NA,NA,Asst,urban,public,NA,USA,US M.W.,Doctorate,NA,won't accept,Research (<=4),1,1,0
2001/2002,102,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$94,000","$94,000",2,"$2,000","$6,000",4,NA,NA,NA,Asst,urban,public,NA,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,103,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$17,812",2,"$3,000","$5,000",4,NA,NA,NA,Asst,urban,public,NA,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,104,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$78,500","$6,500",1,"$2,500",NA,6,NA,NA,NA,Asst,urban,public,Yes,USA,US W.,Masters,National,might accept,Teach (>4),1,1,0
2001/2002,105,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$96,000",NA,NA,"$4,600",$-,4,NA,NA,NA,visitor,suburban,public,NA,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,0
2001/2002,106,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$80,000","$5,000",1,NA,NA,4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US W.,Masters,National,won't accept,Research (<=4),1,0,0
2001/2002,107,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$87,000",NA,NA,NA,NA,4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),0,0,0
2001/2002,108,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$88,000",NA,NA,NA,NA,6,NA,NA,NA,switched Asst,suburban,private,NA,USA,US W.,Masters,National,won't accept,Teach (>4),0,0,0
2001/2002,109,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$9,500",2,NA,"$5,000",4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,0
2001/2002,110,yes,5,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$24,200",3,"$5,000","$7,500",3,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,111,yes,5,Phd/DBA,NA,NA,NA,NA,NA,"$118,000","$25,900",3,"$5,000","$5,000",4,NA,NA,NA,switched Asst,urban,private,NA,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,0
2001/2002,112,yes,6,Phd/DBA,NA,NA,NA,NA,NA,"$70,000","$8,000",2,"$1,000","$3,000",5,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,Masters,none,won't accept,Teach (>4),1,1,0
2001/2002,113,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$75,000",NA,0,NA,"$5,000",6,NA,NA,NA,Asst,rural,public,NA,USA,US W.,Bachelor,National,Have accepted,Teach (>4),0,0,0
2001/2002,114,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$18,800",2,"$2,000","$5,000",4,NA,NA,NA,Asst,rural,public,NA,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,115,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$20,000",3,"$5,000",$-,4,NA,NA,NA,Asst,urban,private,NA,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,116,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$10,000",5,NA,NA,4,NA,NA,NA,Asst,urban,private,NA,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,0
2001/2002,117,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$21,111",3,"$2,500",NA,3,NA,NA,NA,Asst,urban,public,NA,USA,US M.W.,Masters,National,won't accept,Research (<=4),1,1,0
2001/2002,118,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$35,000",3,"$4,000","$25,000",3,NA,NA,NA,Asst,urban,private,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,119,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$92,500","$20,555",3,NA,NA,4,NA,NA,NA,Asst,suburban,public,Yes,USA,US S.,Masters,National,won't accept,Research (<=4),1,0,0
2001/2002,120,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$11,875",3,"$1,200","$5,000",4,NA,NA,NA,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,121,yes,15,Phd/DBA,NA,NA,NA,NA,NA,"$125,000","$25,000",2,"$12,000","$4,000",4,NA,NA,NA,assoc/not tenured,rural,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,122,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$18,000",3,NA,"$2,500",4,NA,NA,NA,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2001/2002,123,yes,9,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$20,000",2,"$2,500","$4,000",4,NA,NA,NA,assoc/not tenured,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,124,NA,0,Phd/DBA,NA,NA,NA,NA,NA,"$83,000","$5,000",2,$700,"$1,000",5,NA,NA,NA,Asst,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2001/2002,125,yes,1,MBA/MS,NA,NA,NA,NA,NA,"$39,500",NA,1,"$2,000",NA,7,NA,NA,NA,Asst,urban,public,NA,USA,US N.E.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2001/2002,126,NA,22,Phd/DBA,NA,NA,NA,NA,NA,"$100,000",NA,NA,"$1,500","$10,000",6,NA,NA,NA,full/chair,urban,private,NA,USA,US N.E.,Doctorate,Regional,Have accepted,Teach (>4),0,1,0
2001/2002,127,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$82,850",NA,NA,NA,NA,4,NA,NA,NA,Asst,urban,public,NA,USA,US S.,Masters,National,might accept,Research (<=4),0,0,0
2001/2002,128,NA,0,MBA/MS,NA,NA,NA,NA,NA,"$50,000",NA,NA,NA,NA,6,NA,NA,NA,Asst,urban,public,Yes,USA,US M.W.,unspecified,National,won't accept,Teach (>4),0,0,0
2001/2002,129,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$120,000","$26,666",2,"$3,500","$7,000",4,NA,NA,NA,associate/tenure,urban,private,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,130,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$60,000",NA,NA,"$5,000",NA,6,NA,NA,NA,Asst,suburban,private,NA,USA,US N.E.,Bachelor,National,won't accept,Teach (>4),0,1,0
2001/2002,131,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$70,000","$11,666",2,NA,NA,5,NA,NA,NA,Asst,urban,private,NA,USA,US N.E.,Doctorate,National,won't accept,Teach (>4),1,0,0
2001/2002,132,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$84,000","$16,000",2,NA,"$5,000",6,NA,NA,NA,Asst,suburban,public,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2001/2002,133,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$89,000","$15,000",2,"$3,500","$3,000",4,NA,NA,NA,Asst,suburban,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,134,NA,5,Phd/DBA,NA,NA,NA,NA,NA,"$115,000","$12,800",3,"$4,000","$5,000",3,NA,NA,NA,assoc/not tenured,urban,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,135,yes,5,Phd/DBA,NA,NA,NA,NA,NA,"$96,000","$21,000",3,"$4,000","$10,667",3,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,136,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$78,000",NA,NA,"$1,500",NA,6,NA,NA,NA,Asst,urban,private,NA,USA,US M.W.,Doctorate,National,won't accept,Teach (>4),0,1,0
2001/2002,137,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$80,000","$8,900",2,"$2,500","$5,000",4,NA,NA,NA,Asst,rural,public,NA,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,138,yes,6,Phd/DBA,NA,NA,NA,NA,NA,"$75,000","$3,500",3,"$2,500","$8,000",6,NA,NA,NA,assoc/not tenured,urban,private,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,139,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$75,000","$15,000",2,"$5,000","$4,000",6,NA,NA,NA,switched Asst,urban,public,NA,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,140,NA,22,Phd/DBA,NA,NA,NA,NA,NA,"$135,000","$15,000",8,NA,"$6,000",3,NA,NA,NA,full/chair,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2001/2002,141,NA,16,Phd/DBA,NA,NA,NA,NA,NA,"$120,000",NA,NA,"$30,000","$5,000",4,NA,NA,NA,full/chair,rural,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,142,NA,3,Phd/DBA,NA,NA,NA,NA,NA,"$97,500","$15,000",1,"$2,000","$3,000",4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,143,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$15,000",2,"$1,000",NA,5,NA,NA,NA,switched Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2001/2002,144,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$72,000",NA,NA,"$1,000",NA,6,NA,NA,NA,switched Asst,rural,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,1,0
2001/2002,145,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$78,000","$26,000",1,NA,NA,4,NA,NA,NA,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,1,yes,21,Phd/DBA,NA,NA,NA,NA,NA,"$62,000","$1,500",NA,NA,NA,6,NA,NA,NA,associate/tenure,unspecified,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,0,0
2002/2003,2,NA,12,Phd/DBA,NA,NA,NA,NA,NA,"$84,000","$12,500",2,NA,NA,6,NA,NA,NA,associate/tenure,suburban,public,Yes,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,3,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$23,333",2,"$9,000","$5,000",3,NA,NA,NA,Asst,urban,private,No,USA,US N.E.,Masters,National,have accepted,Research (<=4),1,1,0
2002/2003,4,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$22,222",3,NA,"$4,000",3,NA,NA,NA,Asst,urban,private,NA,USA,US M.W.,Doctorate,NA,Have accepted,Research (<=4),1,0,0
2002/2003,5,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$101,000","$22,000",2,"$2,000","$11,000",4,NA,NA,NA,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,6,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$92,000","$20,444",3,"$1,000","$8,000",4,NA,NA,NA,Asst,urban,public,Yes,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,7,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$22,440",3,"$3,000","$7,500",4,NA,NA,NA,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,8,yes,8,Phd/DBA,NA,NA,NA,NA,NA,"$86,000","$15,000",1,"$2,000","$3,500",5,NA,NA,NA,switched Asst,suburban,public,Yes,USA,US M.W.,Doctorate,National,won't accept,Teach (>4),1,1,0
2002/2003,9,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$10,555",2,"$3,000","$8,000",4,NA,NA,NA,switched Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,10,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$89,000","$9,888",2,"$3,000","$5,000",4,NA,NA,NA,switched Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,11,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$82,000","$5,000",1,"$2,000","$8,000",5,NA,NA,NA,switched Asst,urban,public,No,USA,US W.,Masters,National,won't accept,Teach (>4),1,1,0
2002/2003,12,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$10,500",4,"$2,000","$4,000",6,NA,NA,NA,switched Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,0
2002/2003,13,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$108,000","$23,000",3,"$5,000","$10,000",4,NA,NA,NA,switched Asst,rural,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,14,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$81,000",NA,NA,"$18,000","$12,000",6,NA,NA,NA,assoc/not tenured,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,0
2002/2003,15,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$93,000","$15,000",3,"$4,000",NA,4,NA,NA,NA,switched Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,16,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$15,000",2,NA,"$8,000",5,NA,NA,NA,switched Asst,urban,public,No,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,17,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$92,000","$9,000",3,"$5,000","$8,000",4,NA,NA,NA,assoc/not tenured,urban,public,Yes,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,18,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$6,000",2,"$2,000","$2,800",6,NA,NA,NA,assoc/not tenured,urban,public,Yes,USA,US W.,Bachelor,National,won't accept,Teach (>4),1,1,0
2002/2003,19,NA,NA,BS/BA,NA,NA,NA,NA,NA,"$100,000",NA,NA,"$10,000","$5,000",6,NA,NA,NA,instructor,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),0,1,0
2002/2003,20,NA,1,MBA/MS,NA,NA,NA,NA,NA,"$44,500",NA,NA,NA,NA,6,NA,NA,NA,instructor,urban,private,No,USA,US W.,Associate,National,Have accepted,Teach (>4),0,0,0
2002/2003,21,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$5,000",2,NA,"$2,000",4,NA,NA,NA,Asst,urban,public,No,NA,NA,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,22,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$20,000",1,NA,"$7,000",4,NA,NA,NA,Asst,urban,public,NA,NA,NA,Masters,National,Have accepted,Research (<=4),1,0,0
2002/2003,23,yes,8,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$23,333",1,"$3,000","$11,000",4,NA,NA,NA,switched Asst,suburban,public,NA,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,24,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$20,900",2,NA,"$2,500",4,NA,NA,NA,Asst,suburban,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,25,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$19,500",3,"$8,500","$7,500",4,NA,NA,NA,Asst,rural,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,26,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$120,000","$25,000",3,"$20,000","$25,000",3,NA,NA,NA,full/chair,urban,public,NA,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,27,yes,7,Phd/DBA,NA,NA,NA,NA,NA,"$115,700",NA,NA,"$50,000","$10,000",5,NA,NA,NA,full/chair,urban,public,No,Switzerland,NA,Doctorate,none,Have accepted,Teach (>4),0,1,0
2002/2003,28,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$99,000","$24,800",2,"$3,000","$5,000",4,NA,NA,NA,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,29,yes,5,Phd/DBA,NA,NA,NA,NA,NA,"$82,500","$9,000",1,"$2,500","$2,000",4,NA,NA,NA,switched Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,30,NA,0,Phd/DBA,NA,NA,NA,NA,NA,"$55,000",NA,NA,"$1,000","$3,000",4,NA,NA,NA,Asst,urban,public,No,Canada,NA,Doctorate,National,won't accept,Research (<=4),0,1,0
2002/2003,31,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$20,000",2,"$4,000","$2,000",4,NA,NA,NA,visitor,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,32,yes,3,MBA/MS,NA,NA,NA,NA,NA,"$43,000","$4,000",1,NA,NA,6.5,NA,NA,NA,instructor,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2002/2003,33,yes,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$85,000","$14,166",2,"$2,000","$10,000",5,NA,NA,NA,Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2002/2003,34,yes,4,MBA/MS,NA,NA,NA,NA,NA,"$35,500",NA,NA,NA,NA,6,NA,NA,NA,instructor,rural,public,No,USA,NA,Masters,National,Have accepted,Teach (>4),0,0,0
2002/2003,35,yes,7,Phd/DBA,NA,NA,NA,NA,NA,"$83,000",NA,NA,NA,NA,4,NA,NA,NA,associate/tenure,suburban,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Research (<=4),0,0,0
2002/2003,36,yes,4,Phd/DBA,NA,NA,NA,NA,NA,"$70,000","$7,778",1,"$3,000",NA,5,NA,NA,NA,switched Asst,urban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2002/2003,37,yes,7,Phd/DBA,NA,NA,NA,NA,NA,"$92,500","$10,000",2,"$2,000","$5,000",5,NA,NA,NA,switched Asst,suburban,private,NA,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,0
2002/2003,38,yes,7,Phd/DBA,NA,NA,NA,NA,NA,"$61,500",NA,NA,$700,"$2,000",8,NA,NA,NA,switched Asst,rural,private,NA,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,0
2002/2003,39,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$101,000","$22,444",6,"$4,000","$11,222",4,NA,NA,NA,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,40,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$114,000","$15,000",3,NA,"$6,000",4,NA,NA,NA,Asst,rural,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,41,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$92,000","$10,222",3,NA,"$10,000",3.5,NA,NA,NA,Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,42,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$80,000","$14,400",NA,NA,"$1,250",6,NA,NA,NA,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2002/2003,43,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$11,250",2,NA,"$2,000",4.5,NA,NA,NA,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Teach (>4),1,0,0
2002/2003,44,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$82,500","$6,400",NA,NA,NA,6,NA,NA,NA,Asst,rural,public,No,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,45,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$10,000",3,"$5,000","$3,000",4,NA,NA,NA,Asst,rural,public,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,46,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$105,000","$23,333",3,"$5,000","$3,000",4,NA,NA,NA,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,47,yes,2,PhD/DBA,NA,NA,NA,NA,NA,"$102,000","$22,667",3,"$3,000","$3,000",3,NA,NA,NA,Asst,suburban,mixed,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,48,yes,3,PhD/DBA,NA,NA,NA,NA,NA,"$75,000",NA,NA,"$8,000","$3,000",3,NA,NA,NA,Asst,urban,public,No,Canada,NA,Doctorate,National,won't accept,Research (<=4),0,1,0
2002/2003,49,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$21,111",2,"$4,000","$10,555",4,NA,NA,NA,Asst,urban,public,NA,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,50,NA,10,Phd/DBA,NA,NA,NA,NA,NA,"$95,000",NA,NA,"$5,000",NA,4,NA,NA,NA,assoc/not tenured,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,1,0
2002/2003,51,NA,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$108,000","$20,000",6,"$10,000","$10,000",4,NA,NA,NA,Asst,rural,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
