Year,#,identity,Yrs_exp,Educ.,Top J Pubs,Ref J Pubs,Textbooks,Research Books,Other Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure Req Lvl,Tenure Req #A,Tenure Req #tot,Position,location,pub_prvt,Union?,Country,Region,schl_deg,accredit.,Accepted?,Tch/Res,%_Summer,%_Budget,tot_J pubs
2001/2002,114,yes,0,Phd/DBA,,,,,," $85,000 "," $18,800 ",2," $2,000 "," $5,000 ",4,,,,Asst,rural,public,,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,115,,2,Phd/DBA,,,,,," $105,000 "," $20,000 ",3," $5,000 ", $- ,4,,,,Asst,urban,private,,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2001/2002,116,,1,Phd/DBA,,,,,," $100,000 "," $10,000 ",5,,,4,,,,Asst,urban,private,,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,0
2001/2002,117,,2,Phd/DBA,,,,,," $95,000 "," $21,111 ",3," $2,500 ",,3,,,,Asst,urban,public,,USA,US M.W.,Masters,National,won't accept,Research (<=4),1,1,0
2001/2002,118,,2,Phd/DBA,,,,,," $110,000 "," $35,000 ",3," $4,000 "," $25,000 ",3,,,,Asst,urban,private,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,119,,2,Phd/DBA,,,,,," $92,500 "," $20,555 ",3,,,4,,,,Asst,suburban,public,Yes,USA,US S.,Masters,National,won't accept,Research (<=4),1,0,0
2001/2002,120,,1,Phd/DBA,,,,,," $95,000 "," $11,875 ",3," $1,200 "," $5,000 ",4,,,,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,121,yes,15,Phd/DBA,,,,,," $125,000 "," $25,000 ",2," $12,000 "," $4,000 ",4,,,,assoc/not tenured,rural,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,122,yes,1,Phd/DBA,,,,,," $90,000 "," $18,000 ",3,," $2,500 ",4,,,,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2001/2002,123,yes,9,Phd/DBA,,,,,," $100,000 "," $20,000 ",2," $2,500 "," $4,000 ",4,,,,assoc/not tenured,urban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,124,,0,Phd/DBA,,,,,," $83,000 "," $5,000 ",2, $700 ," $1,000 ",5,,,,Asst,urban,public,,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2001/2002,125,yes,1,MBA/MS,,,,,," $39,500 ",,1," $2,000 ",,7,,,,Asst,urban,public,,USA,US N.E.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2001/2002,126,,22,Phd/DBA,,,,,," $100,000 ",,," $1,500 "," $10,000 ",6,,,,full/chair,urban,private,,USA,US N.E.,Doctorate,Regional,Have accepted,Teach (>4),0,1,0
2001/2002,127,,1,Phd/DBA,,,,,," $82,850 ",,,,,4,,,,Asst,urban,public,,USA,US S.,Masters,National,might accept,Research (<=4),0,0,0
2001/2002,128,,0,MBA/MS,,,,,," $50,000 ",,,,,6,,,,Asst,urban,public,Yes,USA,US M.W.,unspecified,National,won't accept,Teach (>4),0,0,0
2001/2002,129,,7,Phd/DBA,,,,,," $120,000 "," $26,666 ",2," $3,500 "," $7,000 ",4,,,,associate/tenure,urban,private,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,130,,1,Phd/DBA,,,,,," $60,000 ",,," $5,000 ",,6,,,,Asst,suburban,private,,USA,US N.E.,Bachelor,National,won't accept,Teach (>4),0,1,0
2001/2002,131,,1,Phd/DBA,,,,,," $70,000 "," $11,666 ",2,,,5,,,,Asst,urban,private,,USA,US N.E.,Doctorate,National,won't accept,Teach (>4),1,0,0
2001/2002,132,,1,Phd/DBA,,,,,," $84,000 "," $16,000 ",2,," $5,000 ",6,,,,Asst,suburban,public,,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2001/2002,133,yes,1,Phd/DBA,,,,,," $89,000 "," $15,000 ",2," $3,500 "," $3,000 ",4,,,,Asst,suburban,public,,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,134,,5,Phd/DBA,,,,,," $115,000 "," $12,800 ",3," $4,000 "," $5,000 ",3,,,,assoc/not tenured,urban,public,,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,135,yes,5,Phd/DBA,,,,,," $96,000 "," $21,000 ",3," $4,000 "," $10,667 ",3,,,,switched Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2001/2002,136,,2,Phd/DBA,,,,,," $78,000 ",,," $1,500 ",,6,,,,Asst,urban,private,,USA,US M.W.,Doctorate,National,won't accept,Teach (>4),0,1,0
2001/2002,137,,2,Phd/DBA,,,,,," $80,000 "," $8,900 ",2," $2,500 "," $5,000 ",4,,,,Asst,rural,public,,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,138,yes,6,Phd/DBA,,,,,," $75,000 "," $3,500 ",3," $2,500 "," $8,000 ",6,,,,assoc/not tenured,urban,private,,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,139,yes,4,Phd/DBA,,,,,," $75,000 "," $15,000 ",2," $5,000 "," $4,000 ",6,,,,switched Asst,urban,public,,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2001/2002,140,,22,Phd/DBA,,,,,," $135,000 "," $15,000 ",8,," $6,000 ",3,,,,full/chair,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2001/2002,141,,16,Phd/DBA,,,,,," $120,000 ",,," $30,000 "," $5,000 ",4,,,,full/chair,rural,public,,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2001/2002,142,,3,Phd/DBA,,,,,," $97,500 "," $15,000 ",1," $2,000 "," $3,000 ",4,,,,switched Asst,suburban,public,,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2001/2002,143,,7,Phd/DBA,,,,,," $90,000 "," $15,000 ",2," $1,000 ",,5,,,,switched Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2001/2002,144,,7,Phd/DBA,,,,,," $72,000 ",,," $1,000 ",,6,,,,switched Asst,rural,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,1,0
2001/2002,145,,1,Phd/DBA,,,,,," $78,000 "," $26,000 ",1,,,4,,,,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,1,yes,21,Phd/DBA,,,,,," $62,000 "," $1,500 ",,,,6,,,,associate/tenure,unspecified,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,0,0
2002/2003,2,,12,Phd/DBA,,,,,," $84,000 "," $12,500 ",2,,,6,,,,associate/tenure,suburban,public,Yes,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,3,yes,3,Phd/DBA,,,,,," $105,000 "," $23,333 ",2," $9,000 "," $5,000 ",3,,,,Asst,urban,private,No,USA,US N.E.,Masters,National,have accepted,Research (<=4),1,1,0
2002/2003,4,,2,Phd/DBA,,,,,," $100,000 "," $22,222 ",3,," $4,000 ",3,,,,Asst,urban,private,,USA,US M.W.,Doctorate,,Have accepted,Research (<=4),1,0,0
2002/2003,5,yes,2,Phd/DBA,,,,,," $101,000 "," $22,000 ",2," $2,000 "," $11,000 ",4,,,,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,6,yes,1,Phd/DBA,,,,,," $92,000 "," $20,444 ",3," $1,000 "," $8,000 ",4,,,,Asst,urban,public,Yes,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,7,yes,3,Phd/DBA,,,,,," $105,000 "," $22,440 ",3," $3,000 "," $7,500 ",4,,,,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,8,yes,8,Phd/DBA,,,,,," $86,000 "," $15,000 ",1," $2,000 "," $3,500 ",5,,,,switched Asst,suburban,public,Yes,USA,US M.W.,Doctorate,National,won't accept,Teach (>4),1,1,0
2002/2003,9,yes,10,Phd/DBA,,,,,," $95,000 "," $10,555 ",2," $3,000 "," $8,000 ",4,,,,switched Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,10,yes,10,Phd/DBA,,,,,," $89,000 "," $9,888 ",2," $3,000 "," $5,000 ",4,,,,switched Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,11,yes,4,Phd/DBA,,,,,," $82,000 "," $5,000 ",1," $2,000 "," $8,000 ",5,,,,switched Asst,urban,public,No,USA,US W.,Masters,National,won't accept,Teach (>4),1,1,0
2002/2003,12,yes,4,Phd/DBA,,,,,," $85,000 "," $10,500 ",4," $2,000 "," $4,000 ",6,,,,switched Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,0
2002/2003,13,yes,4,Phd/DBA,,,,,," $108,000 "," $23,000 ",3," $5,000 "," $10,000 ",4,,,,switched Asst,rural,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,14,yes,4,Phd/DBA,,,,,," $81,000 ",,," $18,000 "," $12,000 ",6,,,,assoc/not tenured,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,0
2002/2003,15,yes,4,Phd/DBA,,,,,," $93,000 "," $15,000 ",3," $4,000 ",,4,,,,switched Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,16,yes,3,Phd/DBA,,,,,," $95,000 "," $15,000 ",2,," $8,000 ",5,,,,switched Asst,urban,public,No,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,17,yes,10,Phd/DBA,,,,,," $92,000 "," $9,000 ",3," $5,000 "," $8,000 ",4,,,,assoc/not tenured,urban,public,Yes,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,18,yes,10,Phd/DBA,,,,,," $85,000 "," $6,000 ",2," $2,000 "," $2,800 ",6,,,,assoc/not tenured,urban,public,Yes,USA,US W.,Bachelor,National,won't accept,Teach (>4),1,1,0
2002/2003,19,,,BS/BA,,,,,," $100,000 ",,," $10,000 "," $5,000 ",6,,,,instructor,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),0,1,0
2002/2003,20,,1,MBA/MS,,,,,," $44,500 ",,,,,6,,,,instructor,urban,private,No,USA,US W.,Associate,National,Have accepted,Teach (>4),0,0,0
2002/2003,21,,2,Phd/DBA,,,,,," $95,000 "," $5,000 ",2,," $2,000 ",4,,,,Asst,urban,public,No,,,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,22,,2,Phd/DBA,,,,,," $100,000 "," $20,000 ",1,," $7,000 ",4,,,,Asst,urban,public,,,,Masters,National,Have accepted,Research (<=4),1,0,0
2002/2003,23,yes,8,Phd/DBA,,,,,," $105,000 "," $23,333 ",1," $3,000 "," $11,000 ",4,,,,switched Asst,suburban,public,,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,24,yes,1,Phd/DBA,,,,,," $95,000 "," $20,900 ",2,," $2,500 ",4,,,,Asst,suburban,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,25,yes,1,Phd/DBA,,,,,," $100,000 "," $19,500 ",3," $8,500 "," $7,500 ",4,,,,Asst,rural,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,26,yes,10,Phd/DBA,,,,,," $120,000 "," $25,000 ",3," $20,000 "," $25,000 ",3,,,,full/chair,urban,public,,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,27,yes,7,Phd/DBA,,,,,," $115,700 ",,," $50,000 "," $10,000 ",5,,,,full/chair,urban,public,No,Switzerland,,Doctorate,none,Have accepted,Teach (>4),0,1,0
2002/2003,28,yes,2,Phd/DBA,,,,,," $99,000 "," $24,800 ",2," $3,000 "," $5,000 ",4,,,,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,29,yes,5,Phd/DBA,,,,,," $82,500 "," $9,000 ",1," $2,500 "," $2,000 ",4,,,,switched Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,30,,0,Phd/DBA,,,,,," $55,000 ",,," $1,000 "," $3,000 ",4,,,,Asst,urban,public,No,Canada,,Doctorate,National,won't accept,Research (<=4),0,1,0
2002/2003,31,yes,2,Phd/DBA,,,,,," $90,000 "," $20,000 ",2," $4,000 "," $2,000 ",4,,,,visitor,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,32,yes,3,MBA/MS,,,,,," $43,000 "," $4,000 ",1,,,6.5,,,,instructor,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2002/2003,33,yes,0.5,Phd/DBA,,,,,," $85,000 "," $14,166 ",2," $2,000 "," $10,000 ",5,,,,Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2002/2003,34,yes,4,MBA/MS,,,,,," $35,500 ",,,,,6,,,,instructor,rural,public,No,USA,,Masters,National,Have accepted,Teach (>4),0,0,0
2002/2003,35,yes,7,Phd/DBA,,,,,," $83,000 ",,,,,4,,,,associate/tenure,suburban,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Research (<=4),0,0,0
2002/2003,36,yes,4,Phd/DBA,,,,,," $70,000 "," $7,778 ",1," $3,000 ",,5,,,,switched Asst,urban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2002/2003,37,yes,7,Phd/DBA,,,,,," $92,500 "," $10,000 ",2," $2,000 "," $5,000 ",5,,,,switched Asst,suburban,private,,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,0
2002/2003,38,yes,7,Phd/DBA,,,,,," $61,500 ",,, $700 ," $2,000 ",8,,,,switched Asst,rural,private,,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,0
2002/2003,39,yes,1,Phd/DBA,,,,,," $101,000 "," $22,444 ",6," $4,000 "," $11,222 ",4,,,,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,40,yes,1,Phd/DBA,,,,,," $114,000 "," $15,000 ",3,," $6,000 ",4,,,,Asst,rural,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,41,yes,1,Phd/DBA,,,,,," $92,000 "," $10,222 ",3,," $10,000 ",3.5,,,,Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,42,yes,1,Phd/DBA,,,,,," $80,000 "," $14,400 ",,," $1,250 ",6,,,,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2002/2003,43,yes,1,Phd/DBA,,,,,," $90,000 "," $11,250 ",2,," $2,000 ",4.5,,,,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Teach (>4),1,0,0
2002/2003,44,yes,1,Phd/DBA,,,,,," $82,500 "," $6,400 ",,,,6,,,,Asst,rural,public,No,USA,US S.,Masters,National,won't accept,Teach (>4),1,0,0
2002/2003,45,yes,1,Phd/DBA,,,,,," $90,000 "," $10,000 ",3," $5,000 "," $3,000 ",4,,,,Asst,rural,public,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,46,yes,1,Phd/DBA,,,,,," $105,000 "," $23,333 ",3," $5,000 "," $3,000 ",4,,,,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,47,yes,2,PhD/DBA,,,,,," $102,000 "," $22,667 ",3," $3,000 "," $3,000 ",3,,,,Asst,suburban,mixed,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,48,yes,3,PhD/DBA,,,,,," $75,000 ",,," $8,000 "," $3,000 ",3,,,,Asst,urban,public,No,Canada,,Doctorate,National,won't accept,Research (<=4),0,1,0
2002/2003,49,,1,Phd/DBA,,,,,," $95,000 "," $21,111 ",2," $4,000 "," $10,555 ",4,,,,Asst,urban,public,,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,50,,10,Phd/DBA,,,,,," $95,000 ",,," $5,000 ",,4,,,,assoc/not tenured,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,1,0
2002/2003,51,,0.5,Phd/DBA,,,,,," $108,000 "," $20,000 ",6," $10,000 "," $10,000 ",4,,,,Asst,rural,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,52,,0.5,Phd/DBA,,,,,," $120,000 "," $20,000 ",2," $5,000 "," $5,000 ",4,,,,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,53,,0.5,Phd/DBA,,,,,," $100,000 "," $15,000 ",6," $10,000 "," $5,000 ",4,,,,Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,54,yes,2,Phd/DBA,,,,,," $92,500 "," $10,000 ",2," $2,000 "," $5,000 ",4,,,,Asst,urban,private,No,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,0
2002/2003,55,yes,2,Phd/DBA,,,,,," $110,000 "," $24,444 ",3,," $4,500 ",4,,,,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,56,yes,2,Phd/DBA,,,,,," $98,000 "," $21,777 ",3,," $8,000 ",2.7,,,,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,57,,2,Phd/DBA,,,,,," $110,000 "," $25,000 ",4," $4,500 "," $4,500 ",2,,,,switched Asst,urban,private,No,USA,US N.E.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,58,,2,Phd/DBA,,,,,," $115,000 "," $28,000 ",4," $6,000 "," $4,000 ",2,,,,switched Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,59,yes,10,Phd/DBA,,,,,," $89,000 "," $4,000 ",1,," $3,000 ",6,,,,assoc/not tenured,rural,public,No,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2002/2003,60,yes,2,Phd/DBA,,,,,," $115,000 "," $25,555 ",4,," $10,000 ",3,,,,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,0,0
2002/2003,61,yes,12,Phd/DBA,,,,,," $130,000 ",,,," $5,000 ",4,,,,full/chair,suburban,public,No,USA,US S.,Bachelor,National,Have accepted,Research (<=4),0,0,0
2002/2003,62,yes,12,Phd/DBA,,,,,," $95,000 "," $14,000 ",2," $15,000 ",,4,,,,assoc/not tenured,urban,public,Yes,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,0
2002/2003,63,yes,3,Phd/DBA,,,,,," $90,000 "," $10,000 ",3," $5,000 "," $7,500 ",4,,,,Asst,urban,private,No,USA,US N.E.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,64,,0,BS/BA,,,,,," $42,000 ",,,,,8,,,,instructor,urban,private,No,USA,US W.,Associate,Local,Have accepted,Teach (>4),0,0,0
2002/2003,65,,1,Phd/DBA,,,,,," $90,000 "," $7,500 ",,,,6,,,,Asst,urban,public,No,USA,US S.,Masters,,Have accepted,Teach (>4),1,0,0
2002/2003,66,yes,11,Phd/DBA,,,,,," $102,000 "," $22,667 ",1," $6,500 "," $5,000 ",3.4,,,,visitor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,67,yes,0,Phd/DBA,,,,,," $100,800 "," $22,400 ",4," $2,500 "," $4,000 ",3.5,,,,Asst,rural,public,,USA,US W.,Doctorate,,won't accept,Research (<=4),1,1,0
2002/2003,68,yes,0,Phd/DBA,,,,,," $106,000 "," $17,666 ",4,," $4,000 ",3.5,,,,Asst,urban,public,,USA,US W.,Doctorate,,Have accepted,Research (<=4),1,0,0
2002/2003,69,,2,Phd/DBA,,,,,," $100,000 "," $20,000 ",3," $7,000 "," $6,000 ",3,,,,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,70,,0,Phd/DBA,,,,,," $66,500 "," $12,500 ",2," $10,000 "," $7,000 ",3,,,,Asst,rural,public,No,USA,US N.E.,unspecified,National,might accept,Research (<=4),1,1,0
2002/2003,71,,7,Phd/DBA,,,,,," $103,500 ",,," $4,000 ",,3,,,,assoc/not tenured,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2002/2003,72,,4,MBA/MS,,,,,," $83,000 ",,,,,6,,,,assoc/not tenured,urban,private,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),0,0,0
2002/2003,73,,6,Phd/DBA,,,,,," $110,000 "," $18,000 ",2,," $6,000 ",4,,,,associate/tenure,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,74,yes,3,Phd/DBA,,,,,," $100,000 "," $22,222 ",3," $3,000 "," $10,000 ",4,,,,switched Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,75,yes,3,Phd/DBA,,,,,," $50,000 ",,," $3,000 "," $5,000 ",4,,,,switched Asst,urban,public,,NZ,,Doctorate,,won't accept,Research (<=4),0,1,0
2002/2003,76,yes,3,Phd/DBA,,,,,," $92,500 "," $10,278 ",3," $4,000 "," $5,000 ",4,,,,switched Asst,urban,private,No,USA,US N.E.,Masters,,won't accept,Research (<=4),1,1,0
2002/2003,77,,2,BS/BA,,,,,," $45,000 ",,," $3,000 ",,9,,,,instructor,suburban,private,No,USA,US W.,Masters,Regional,might accept,Teach (>4),0,1,0
2002/2003,78,yes,,Phd/DBA,,,,,," $145,000 "," $8,000 ",2,," $10,000 ",4,,,,full/chair,urban,private,No,USA,US W.,Masters,National,won't accept,Research (<=4),1,0,0
2002/2003,79,,3,Phd/DBA,,,,,," $110,000 "," $12,000 ",3," $3,500 "," $2,000 ",4,,,,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,80,,2,Phd/DBA,,,,,," $85,000 ",,,,,6,,,,full/chair,rural,private,No,Germany,,Doctorate,National,might accept,Teach (>4),0,0,0
2002/2003,81,yes,0,Phd/DBA,,,,,," $110,000 "," $20,000 ",3," $5,000 "," $8,000 ",3,,,,Asst,suburban,public,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,82,yes,0.5,Phd/DBA,,,,,," $110,000 "," $15,000 ",3," $10,000 "," $8,000 ",3,,,,Asst,urban,public,No,United Kingdom,,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,83,yes,0.5,Phd/DBA,,,,,," $95,000 "," $25,000 ",5," $10,000 ",,1,,,,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,84,,3,Phd/DBA,,,,,," $110,000 "," $35,000 ",," $4,000 "," $8,000 ",3,,,,Asst,urban,,,USA,US S.,Doctorate,unspecified,unspecified,Research (<=4),1,1,0
2002/2003,85,yes,29,Phd/DBA,,,,,," $130,000 ",,,," $5,000 ",2,,,,full/chair,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,0
2002/2003,86,yes,29,Phd/DBA,,,,,," $100,000 ",,,,,6,,,,full/chair,suburban,private,,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,0
2002/2003,87,yes,29,Phd/DBA,,,,,," $100,000 ",,,,,6,,,,full/chair,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Teach (>4),0,0,0
2002/2003,88,,1,Phd/DBA,,,,,," $101,250 "," $11,250 ",2,," $2,000 ",4,,,,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,89,,3,Phd/DBA,,,,,," $94,000 ",,," $4,000 "," $1,000 ",4,,,,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2002/2003,90,yes,2,Phd/DBA,,,,,," $110,000 "," $20,000 ",3," $2,000 "," $5,000 ",4,,,,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2003/2004,1,yes,6,Phd/DBA,2,9,0,0,0," $98,000 "," $12,000 ",3," $3,000 "," $7,500 ",5,2,1,8,switched Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,11
2003/2004,2,yes,6,Phd/DBA,2,9,0,0,0," $85,000 "," $9,300 ",2," $3,000 "," $6,500 ",5,2,0,6,switched Asst,rural,public,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,11
2003/2004,3,yes,4,Phd/DBA,0,3,0,0,0," $90,000 "," $9,000 ",3," $4,000 "," $8,000 ",5,2,0,7,Asst,urban,private,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,3
2003/2004,4,yes,4,Phd/DBA,0,3,0,0,0," $90,000 "," $15,000 ",1," $4,000 "," $2,500 ",6,2,0,7,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2003/2004,5,,14,Phd/DBA,14,0,0,0,0," $103,000 ",,,," $6,000 ",9,2,2,7,associate/tenure,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,14
2003/2004,6,,1,Phd/DBA,0,3,0,0,2," $90,000 ",,,,,3,2,3,6,Asst,rural,public,,USA,US M.W.,Masters,National,might accept,Research (<=4),0,0,3
2003/2004,7,yes,3,Phd/DBA,0,1,0,0,3," $102,000 "," $21,000 ",3," $10,000 "," $6,000 ",4,2,3,8,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2003/2004,8,yes,3,Phd/DBA,0,1,0,0,3," $99,500 "," $19,950 ",2," $3,000 "," $4,000 ",4,2,2,6,Asst,suburban,private,,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,1
2003/2004,9,yes,2,Phd/DBA,0,1,0,0,1," $90,000 "," $10,000 ",2," $1,500 "," $10,000 ",4,1,0,5,Asst,rural,public,No,USA,US M.W.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2003/2004,10,,0,MBA/MS,0,0,0,0,0," $70,000 ",,,,,18,,,,instructor,urban,public,No,USA,US S.,Associate,Regional,might accept,Teach (>4),0,0,0
2003/2004,11,yes,2,Phd/DBA,0,1,0,0,1," $85,000 "," $5,000 ",2,," $5,000 ",5,2,2,5,Asst,rural,public,,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,1
2003/2004,12,,2,Phd/DBA,0,2,0,0,12," $97,000 "," $20,000 ",3,,,4,3,5,5,Asst,urban,private,No,USA,US S.,,National,Have accepted,Research (<=4),1,0,2
2003/2004,13,yes,12,Phd/DBA,0,4,0,0,4," $91,500 "," $11,438 ",1," $1,500 "," $3,000 ",4,2,2,6,switched Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,4
